Customer ID,Full Name,Gender,Age,State,Job Classification,Date Joined, Balance ,marital,education,houseloan,otherloan,contact,poutcome,Loan Default
573,Christina  Fuller,Male,35,California,White Collar,19.May.2017," $67,425.60 ",married,tertiary,yes,no,cellular,failure,no
574,Della  Jensen,Male,25,California,Other,19.May.2017," $12,712.64 ",married,secondary,no,no,cellular,unknown,no
575,Mable  Lindsey,Male,20,California,White Collar,19.May.2017," $4,648.51 ",divorced,secondary,yes,no,cellular,unknown,no
576,Drew  Rogers,Female,26,California,White Collar,19.May.2017," $82,097.67 ",married,unknown,no,no,cellular,unknown,no
577,Salvador  Bass,Female,43,California,Other,19.May.2017," $122,757.85 ",married,secondary,yes,yes,cellular,unknown,no
578,Elvira  Bowman,Male,33,California,Blue Collar,19.May.2017," $188,283.58 ",married,tertiary,yes,no,cellular,unknown,no
579,Marion  Glover,Male,47,Nevada,Other,19.May.2017," $66,064.07 ",married,secondary,no,no,cellular,other,no
580,Lula  Daniels,Male,52,Nevada,Other,19.May.2017," $33,486.12 ",single,tertiary,no,yes,cellular,failure,no
581,Andrew  Meyer,Male,46,Nevada,Blue Collar,19.May.2017," $21,798.36 ",married,tertiary,yes,yes,cellular,unknown,no
582,Donna  Reid,Female,42,Nevada,Blue Collar,19.May.2017," $35,950.75 ",single,secondary,no,no,cellular,unknown,yes
583,Patty  Thompson,Female,56,Nevada,Other,19.May.2017," $68,706.13 ",married,secondary,yes,yes,telephone,unknown,no
584,Elaine  Ellis,Male,44,Nevada,Blue Collar,19.May.2017," $90,244.10 ",single,tertiary,no,no,cellular,unknown,no
585,Cindy  Becker,Male,58,Nevada,Other,19.May.2017," $81,699.88 ",married,secondary,yes,no,cellular,unknown,no
586,Peter  Hodges,Male,44,Nevada,Blue Collar,19.May.2017," $9,697.15 ",divorced,tertiary,yes,no,cellular,unknown,no
587,Rachel  Gomez,Male,51,Nevada,Blue Collar,19.May.2017," $64,963.52 ",single,secondary,yes,no,cellular,unknown,no
588,Marion  Glover,Male,46,Nevada,Blue Collar,19.May.2017," $38,945.88 ",married,tertiary,yes,yes,cellular,unknown,no
589,Isabel  Cross,Male,43,Nevada,Blue Collar,19.May.2017," $96,241.94 ",married,secondary,yes,no,unknown,unknown,no
590,Tiffany  May,Male,53,Nevada,Blue Collar,19.May.2017," $53,579.06 ",married,secondary,no,yes,cellular,unknown,no
591,Jenny  Garcia,Male,41,Nevada,Blue Collar,19.May.2017," $78,190.18 ",married,tertiary,no,no,unknown,unknown,no
592,Edwin  Malone,Female,27,Wyoming,White Collar,19.May.2017," $147,075.76 ",married,secondary,no,yes,cellular,unknown,no
593,Sandra  Floyd,Female,33,Wyoming,Other,19.May.2017," $49,810.19 ",married,secondary,yes,yes,unknown,unknown,no
594,Billie  Chandler,Female,39,Wyoming,White Collar,19.May.2017," $60,650.96 ",married,secondary,no,no,cellular,unknown,no
595,Della  Jensen,Male,34,Wyoming,Blue Collar,19.May.2017," $91,672.48 ",single,tertiary,yes,no,cellular,unknown,no
596,Sylvester  Morales,Female,36,Wyoming,White Collar,19.May.2017," $85,057.91 ",married,unknown,no,no,cellular,unknown,no
597,Robert  Munoz,Male,36,Wyoming,White Collar,19.May.2017," $89,676.90 ",married,primary,yes,no,cellular,failure,no
598,Don  Gonzales,Male,39,Wyoming,Blue Collar,19.May.2017," $76,615.27 ",married,primary,no,no,cellular,unknown,no
599,Shari  Silva,Female,33,Wyoming,White Collar,19.May.2017," $2,670.54 ",divorced,unknown,yes,no,cellular,failure,no
600,Max  Rodgers,Female,24,Oregon,Other,19.May.2017," $50,164.72 ",divorced,secondary,yes,no,telephone,unknown,no
601,Christy  Olson,Male,32,Oregon,Blue Collar,19.May.2017," $46,152.93 ",divorced,tertiary,yes,yes,cellular,unknown,no
602,Mable  Lindsey,Female,24,Oregon,White Collar,19.May.2017," $94,133.43 ",married,tertiary,yes,yes,telephone,unknown,no
603,Cecilia  Manning,Female,31,California,White Collar,20.May.2017," $61,496.16 ",married,primary,yes,no,cellular,success,no
604,Rachel  Gomez,Female,31,California,White Collar,20.May.2017," $32,670.87 ",single,secondary,no,no,cellular,unknown,yes
605,Cassandra  Franklin,Female,45,California,White Collar,20.May.2017," $111,398.46 ",married,primary,yes,no,cellular,unknown,no
606,Shari  Silva,Female,42,California,White Collar,20.May.2017," $6,345.03 ",married,secondary,yes,yes,cellular,unknown,no
607,Patty  Thompson,Male,45,Nevada,White Collar,20.May.2017," $15,332.51 ",married,secondary,yes,no,unknown,unknown,no
608,Rachel  Gomez,Male,44,Nevada,Other,20.May.2017," $13,522.42 ",divorced,tertiary,no,no,cellular,unknown,no
609,Elvira  Bowman,Male,58,Nevada,Other,20.May.2017," $128,418.75 ",single,tertiary,no,no,telephone,unknown,no
610,Jenny  Garcia,Male,52,Nevada,Blue Collar,20.May.2017," $144,489.21 ",married,tertiary,yes,yes,cellular,unknown,no
611,Cecilia  Manning,Female,36,Wyoming,Blue Collar,20.May.2017," $39,973.81 ",single,secondary,no,no,unknown,unknown,no
612,Don  Gonzales,Female,24,Wyoming,White Collar,20.May.2017," $24,830.96 ",married,secondary,yes,no,unknown,unknown,no
613,Robert  Munoz,Male,31,Wyoming,White Collar,20.May.2017," $50,757.61 ",single,tertiary,no,no,cellular,unknown,no
614,Jenny  Garcia,Female,38,Wyoming,Blue Collar,20.May.2017," $41,553.90 ",married,tertiary,no,no,cellular,unknown,yes
615,Dan  Peterson,Female,42,Wyoming,Other,20.May.2017," $35,849.70 ",married,tertiary,yes,no,cellular,failure,no
616,Pauline  Beck,Female,40,California,White Collar,21.May.2017," $33,836.03 ",married,secondary,yes,no,unknown,unknown,no
617,Pauline  Beck,Male,32,California,Blue Collar,21.May.2017," $6,829.04 ",single,tertiary,yes,yes,cellular,unknown,no
618,Max  Rodgers,Male,42,California,White Collar,21.May.2017," $24,231.52 ",single,secondary,no,no,cellular,unknown,no
619,Isabel  Cross,Male,49,Nevada,Blue Collar,21.May.2017," $47,975.30 ",married,tertiary,yes,no,cellular,unknown,no
620,Della  Jensen,Male,51,Nevada,Blue Collar,21.May.2017," $81,108.69 ",married,tertiary,no,no,cellular,success,yes
621,Rachel  Gomez,Male,51,Nevada,Blue Collar,21.May.2017," $90,830.21 ",married,primary,yes,no,unknown,unknown,no
622,Cecilia  Manning,Male,49,Nevada,White Collar,21.May.2017," $101,867.63 ",single,tertiary,yes,no,cellular,unknown,no
623,Lorraine  Gibson,Male,53,Nevada,Other,21.May.2017," $165,204.78 ",single,secondary,yes,no,cellular,unknown,no
624,Rachel  Gomez,Male,40,Wyoming,Blue Collar,21.May.2017," $51,229.40 ",single,tertiary,no,no,cellular,failure,no
625,Isabel  Cross,Male,22,Oregon,White Collar,21.May.2017," $15,629.10 ",married,tertiary,no,no,cellular,unknown,no
626,Ivan  Adkins,Female,36,California,White Collar,22.May.2017," $41,423.33 ",married,secondary,yes,yes,unknown,unknown,no
627,Pauline  Beck,Male,44,California,White Collar,22.May.2017," $141,001.30 ",single,tertiary,yes,no,cellular,unknown,no
628,Isabel  Cross,Female,33,California,White Collar,22.May.2017," $33,412.55 ",married,secondary,yes,yes,cellular,unknown,no
629,Bethany  Pena,Male,48,Nevada,Other,22.May.2017," $12,110.19 ",married,secondary,no,no,cellular,unknown,no
630,Christina  Fuller,Male,51,Nevada,Blue Collar,22.May.2017," $188,553.37 ",married,tertiary,no,no,cellular,failure,no
631,Trevor  Jones,Male,57,Nevada,Blue Collar,22.May.2017," $75,304.09 ",single,tertiary,yes,yes,cellular,unknown,yes
632,Cindy  Becker,Male,64,Nevada,Blue Collar,22.May.2017," $23,744.73 ",married,tertiary,no,no,cellular,failure,no
633,Nellie  Joseph,Male,42,Wyoming,White Collar,22.May.2017," $59,086.00 ",married,secondary,yes,no,unknown,unknown,no
634,Salvador  Bass,Female,50,Wyoming,White Collar,22.May.2017," $86,002.69 ",married,secondary,no,no,cellular,unknown,no
635,Eric  Rose,Female,34,Wyoming,White Collar,22.May.2017," $72,209.49 ",divorced,tertiary,no,no,unknown,unknown,yes
636,Shari  Silva,Female,30,Wyoming,White Collar,22.May.2017," $30,261.33 ",divorced,tertiary,no,yes,cellular,unknown,no
637,Salvador  Bass,Female,40,Wyoming,White Collar,22.May.2017," $27,429.88 ",divorced,primary,yes,no,unknown,unknown,no
638,Sylvester  Morales,Female,46,Oregon,Blue Collar,22.May.2017," $34,188.06 ",married,secondary,no,no,cellular,unknown,no
639,Arturo  Francis,Male,28,Oregon,White Collar,22.May.2017," $218,759.37 ",divorced,secondary,no,yes,cellular,unknown,no
640,Eric  Rose,Male,38,California,Blue Collar,23.May.2017," $71,378.57 ",single,tertiary,yes,no,unknown,unknown,yes
641,Lance  Yates,Female,38,California,Other,23.May.2017," $45,951.25 ",divorced,unknown,no,no,unknown,unknown,no
642,Sandra  Floyd,Male,29,California,Blue Collar,23.May.2017," $93,477.69 ",married,unknown,no,no,unknown,unknown,no
643,Cindy  Becker,Female,32,California,Other,23.May.2017," $118,830.61 ",single,secondary,yes,no,unknown,unknown,no
644,Ernest  Davis,Male,48,Nevada,Blue Collar,23.May.2017," $14,920.63 ",married,tertiary,yes,no,unknown,unknown,yes
645,Iris  Underwood,Female,47,Nevada,Other,23.May.2017," $28,904.33 ",single,tertiary,yes,yes,cellular,unknown,no
646,Paulette  Spencer,Male,50,Nevada,Blue Collar,23.May.2017," $105,729.97 ",married,secondary,no,no,cellular,unknown,yes
647,Robert  Munoz,Male,50,Nevada,Other,23.May.2017," $72,322.67 ",married,tertiary,no,no,cellular,unknown,no
648,Della  Jensen,Male,52,Nevada,Blue Collar,23.May.2017," $74,014.78 ",divorced,tertiary,yes,no,telephone,failure,no
649,Don  Gonzales,Male,53,Nevada,Blue Collar,23.May.2017," $49,654.27 ",married,secondary,yes,no,cellular,unknown,no
650,Robert  Munoz,Female,26,Wyoming,Blue Collar,23.May.2017," $59,617.39 ",married,primary,yes,yes,cellular,failure,no
651,Marian  Hill,Female,46,Wyoming,White Collar,23.May.2017," $45,155.63 ",single,tertiary,yes,no,cellular,failure,no
652,Sonya  Mullins,Female,34,Wyoming,White Collar,23.May.2017," $42,196.21 ",single,tertiary,no,no,cellular,failure,no
653,Carla  Mccormick,Male,35,Oregon,White Collar,23.May.2017," $17,369.25 ",divorced,tertiary,yes,no,unknown,unknown,no
654,Bernadette  Page,Male,25,Oregon,Other,23.May.2017, $526.94 ,married,secondary,no,yes,cellular,unknown,no
655,Felicia  Jennings,Male,30,California,White Collar,24.May.2017," $27,088.27 ",married,secondary,no,no,cellular,unknown,no
656,Max  Rodgers,Male,32,California,Other,24.May.2017," $78,477.18 ",married,primary,yes,no,unknown,unknown,no
657,Felicia  Jennings,Female,48,California,White Collar,24.May.2017," $39,540.70 ",divorced,primary,yes,no,cellular,unknown,no
658,Elvira  Bowman,Male,45,Nevada,Other,24.May.2017," $25,109.87 ",married,primary,no,no,cellular,success,no
659,Cecilia  Manning,Male,52,Nevada,Blue Collar,24.May.2017," $25,147.76 ",married,secondary,no,no,cellular,success,no
660,Christina  Fuller,Male,53,Nevada,Blue Collar,24.May.2017," $98,998.22 ",married,tertiary,yes,no,cellular,unknown,no
661,Eddie  Green,Male,51,Nevada,Blue Collar,24.May.2017," $38,597.48 ",divorced,secondary,yes,yes,cellular,other,no
662,Drew  Rogers,Male,48,Nevada,Blue Collar,24.May.2017," $44,030.55 ",single,tertiary,yes,no,cellular,unknown,yes
663,Bethany  Pena,Male,52,Nevada,Other,24.May.2017," $87,267.73 ",single,tertiary,yes,no,cellular,unknown,yes
664,Sonya  Mullins,Male,38,Nevada,White Collar,24.May.2017," $59,255.49 ",married,primary,yes,no,cellular,other,no
665,Cecilia  Manning,Male,48,Nevada,Other,24.May.2017," $28,983.12 ",single,secondary,yes,no,unknown,unknown,no
666,Blake  Bridges,Male,35,Wyoming,Blue Collar,24.May.2017," $56,776.40 ",married,secondary,no,no,telephone,failure,no
667,Colleen  Warren,Male,35,Wyoming,White Collar,24.May.2017," $124,964.43 ",married,tertiary,no,no,cellular,unknown,no
668,Herman  Williams,Male,33,Wyoming,White Collar,24.May.2017," $63,504.03 ",married,primary,no,yes,cellular,failure,no
669,Trevor  Jones,Male,52,Nevada,Blue Collar,25.May.2017," $125,226.63 ",divorced,secondary,no,no,cellular,unknown,no
670,Andrew  Meyer,Male,42,Nevada,Blue Collar,25.May.2017," $97,991.60 ",married,secondary,no,yes,telephone,unknown,no
671,Carla  Mccormick,Female,61,Nevada,Other,25.May.2017," $12,487.46 ",married,secondary,no,no,unknown,unknown,no
672,Cecilia  Manning,Female,59,Nevada,Other,25.May.2017," $35,931.63 ",married,secondary,yes,no,cellular,failure,no
673,Shari  Silva,Male,53,Nevada,Other,25.May.2017," $106,683.04 ",married,unknown,yes,no,cellular,failure,no
674,Tracy  Reed,Male,55,Nevada,Blue Collar,25.May.2017," $48,672.04 ",married,tertiary,yes,no,unknown,unknown,no
675,Marian  Hill,Male,26,Wyoming,Blue Collar,25.May.2017," $16,530.64 ",divorced,secondary,no,no,cellular,unknown,no
676,Bernadette  Page,Female,22,Oregon,Other,25.May.2017," $44,950.58 ",married,secondary,yes,no,cellular,other,no
677,Drew  Rogers,Male,41,California,White Collar,26.May.2017," $36,653.72 ",single,tertiary,yes,no,telephone,unknown,no
678,Beth  Tucker,Female,25,California,White Collar,26.May.2017," $1,381.04 ",married,secondary,no,yes,cellular,unknown,no
679,Robert  Munoz,Female,29,California,White Collar,26.May.2017," $22,972.79 ",single,secondary,no,no,unknown,unknown,no
680,Austin  Reynolds,Female,40,California,Blue Collar,26.May.2017," $113,570.34 ",married,primary,no,no,unknown,unknown,no
681,Billie  Chandler,Female,52,Nevada,Other,26.May.2017," $26,862.96 ",single,unknown,no,no,cellular,unknown,no
682,Shari  Silva,Male,37,Nevada,Other,26.May.2017," $99,286.15 ",married,secondary,no,yes,cellular,unknown,no
683,Ernest  Davis,Male,60,Nevada,Blue Collar,26.May.2017," $20,542.88 ",married,secondary,yes,no,cellular,unknown,no
684,Salvador  Bass,Male,23,Nevada,Blue Collar,26.May.2017," $86,443.43 ",single,tertiary,yes,no,cellular,unknown,no
685,Della  Jensen,Female,42,Wyoming,Blue Collar,26.May.2017," $45,715.30 ",single,secondary,no,no,cellular,success,yes
686,Mable  Lindsey,Male,34,Wyoming,Blue Collar,26.May.2017," $126,712.52 ",married,secondary,yes,no,cellular,failure,no
687,Mable  Lindsey,Male,36,Wyoming,Other,26.May.2017, $597.22 ,married,tertiary,yes,no,cellular,unknown,no
688,Isabel  Cross,Female,33,Wyoming,White Collar,26.May.2017," $53,186.97 ",married,primary,yes,no,unknown,unknown,no
689,Joey  Wong,Male,33,Wyoming,White Collar,26.May.2017," $46,727.57 ",married,primary,no,no,telephone,unknown,no
690,Bobbie  Ryan,Female,42,Oregon,Other,26.May.2017," $143,325.24 ",single,tertiary,yes,yes,unknown,unknown,no
691,Cassandra  Franklin,Male,18,Oregon,White Collar,26.May.2017," $58,028.03 ",single,secondary,yes,no,unknown,unknown,no
692,Johanna  Boone,Female,34,Oregon,Other,26.May.2017," $181,799.70 ",single,tertiary,no,yes,cellular,unknown,no
693,Ellen  Weaver,Male,32,California,White Collar,27.May.2017," $16,307.03 ",single,primary,yes,no,unknown,unknown,no
694,Colleen  Warren,Male,29,California,White Collar,27.May.2017," $31,296.01 ",married,unknown,no,no,cellular,unknown,no
695,Drew  Rogers,Female,45,California,White Collar,27.May.2017," $117,909.45 ",married,tertiary,no,no,cellular,unknown,no
696,Bethany  Pena,Male,44,Nevada,Other,27.May.2017," $45,882.60 ",married,secondary,no,yes,cellular,unknown,no
697,Brooke  Horton,Male,45,Nevada,Other,27.May.2017," $110,790.58 ",married,tertiary,yes,no,cellular,unknown,no
698,Carla  Mccormick,Male,45,Nevada,Blue Collar,27.May.2017," $79,231.64 ",married,secondary,yes,no,cellular,unknown,no
699,Lee  Mack,Male,60,Nevada,Other,27.May.2017," $73,254.49 ",single,secondary,no,yes,unknown,unknown,no
700,Trevor  Jones,Male,58,Nevada,Blue Collar,27.May.2017," $91,588.33 ",married,tertiary,no,no,cellular,failure,no
701,Max  Rodgers,Male,48,Nevada,Other,27.May.2017," $25,761.96 ",married,secondary,yes,no,cellular,unknown,no
702,Cassandra  Franklin,Female,31,Wyoming,White Collar,27.May.2017," $84,884.93 ",single,tertiary,yes,no,cellular,unknown,no
703,Jenny  Garcia,Female,34,Wyoming,White Collar,27.May.2017," $37,008.33 ",divorced,tertiary,no,no,cellular,unknown,yes
704,Carla  Mccormick,Female,40,Wyoming,White Collar,27.May.2017," $33,866.15 ",married,secondary,no,no,unknown,unknown,no
705,Drew  Rogers,Male,34,Wyoming,White Collar,27.May.2017," $30,424.70 ",married,unknown,no,no,unknown,unknown,yes
706,Isabel  Cross,Female,28,Oregon,White Collar,27.May.2017," $51,544.31 ",divorced,tertiary,yes,no,unknown,unknown,yes
707,Cindy  Becker,Male,29,California,White Collar,28.May.2017," $111,734.31 ",single,tertiary,no,no,cellular,unknown,no
708,Trevor  Jones,Female,32,California,White Collar,28.May.2017," $114,203.25 ",married,primary,no,no,unknown,unknown,no
709,Jaime  Pearson,Female,38,California,White Collar,28.May.2017," $27,116.72 ",married,secondary,yes,no,unknown,unknown,no
710,Eddie  Green,Female,39,California,White Collar,28.May.2017," $77,763.12 ",married,primary,no,no,unknown,unknown,no
711,Bobbie  Ryan,Female,53,Nevada,Other,28.May.2017," $122,626.13 ",married,primary,no,no,unknown,unknown,no
712,Della  Jensen,Male,54,Nevada,Blue Collar,28.May.2017," $129,924.06 ",divorced,secondary,no,no,cellular,unknown,no
713,Arturo  Francis,Male,54,Nevada,Blue Collar,28.May.2017," $82,331.87 ",single,tertiary,no,no,cellular,unknown,no
714,Isabel  Cross,Male,45,Nevada,Other,28.May.2017," $23,049.69 ",single,secondary,no,no,cellular,failure,no
715,Andrew  Meyer,Male,56,Nevada,Blue Collar,28.May.2017," $30,964.25 ",single,tertiary,no,no,cellular,unknown,no
716,Brooke  Horton,Female,59,Nevada,White Collar,28.May.2017," $65,863.81 ",single,secondary,no,no,cellular,unknown,no
717,Cecilia  Manning,Female,30,Wyoming,White Collar,28.May.2017," $24,033.76 ",married,secondary,no,no,cellular,unknown,no
718,Patty  Thompson,Male,32,Wyoming,White Collar,28.May.2017," $56,064.51 ",married,tertiary,no,no,unknown,unknown,no
719,Jenny  Garcia,Male,32,Wyoming,White Collar,28.May.2017," $131,963.96 ",married,secondary,yes,no,cellular,failure,no
720,Salvador  Bass,Male,26,Oregon,White Collar,28.May.2017," $1,474.24 ",married,secondary,yes,yes,cellular,unknown,no
721,Don  Gonzales,Male,33,Oregon,White Collar,28.May.2017," $139,588.12 ",married,tertiary,no,no,unknown,unknown,no
722,Ben  Perez,Female,36,California,White Collar,29.May.2017," $76,927.88 ",single,tertiary,yes,no,cellular,unknown,no
723,Max  Rodgers,Male,43,California,White Collar,29.May.2017," $59,585.69 ",married,tertiary,no,no,cellular,unknown,no
724,Paulette  Spencer,Female,41,California,White Collar,29.May.2017," $5,649.69 ",married,secondary,yes,yes,unknown,unknown,no
725,Cassandra  Franklin,Male,59,Nevada,Blue Collar,29.May.2017," $38,679.43 ",single,secondary,no,no,cellular,other,no
726,Della  Jensen,Male,43,Nevada,Other,29.May.2017," $3,524.13 ",married,tertiary,yes,no,cellular,other,no
727,Pauline  Beck,Male,53,Nevada,Other,29.May.2017," $66,775.61 ",single,tertiary,yes,no,cellular,unknown,no
728,Patty  Thompson,Male,63,Nevada,Other,29.May.2017," $34,366.64 ",single,unknown,no,no,cellular,unknown,no
729,Blake  Bridges,Male,34,Wyoming,Blue Collar,29.May.2017," $91,715.24 ",married,secondary,yes,yes,cellular,unknown,no
730,Kyle  Carr,Female,33,Wyoming,White Collar,29.May.2017," $125,207.45 ",single,tertiary,yes,no,cellular,unknown,no
731,Paulette  Spencer,Male,31,Wyoming,White Collar,29.May.2017," $95,500.49 ",single,secondary,yes,no,unknown,unknown,no
732,Eric  Rose,Male,40,Wyoming,Blue Collar,29.May.2017," $29,011.94 ",married,primary,no,yes,cellular,failure,no
733,Max  Rodgers,Male,47,Wyoming,Blue Collar,29.May.2017," $12,529.04 ",married,tertiary,no,yes,cellular,unknown,yes
734,Bernadette  Page,Female,45,Wyoming,White Collar,29.May.2017," $24,689.13 ",married,secondary,yes,no,cellular,unknown,no
735,Robert  Munoz,Male,28,Wyoming,Other,29.May.2017," $26,960.40 ",single,secondary,yes,no,cellular,unknown,no
736,Arturo  Francis,Female,33,Wyoming,Blue Collar,29.May.2017," $50,252.54 ",single,secondary,no,no,cellular,unknown,no
737,Della  Jensen,Female,38,Oregon,Other,29.May.2017," $61,590.87 ",divorced,secondary,no,no,cellular,unknown,no
738,Herman  Williams,Female,20,Oregon,Other,29.May.2017," $37,906.03 ",married,secondary,no,no,cellular,unknown,yes
739,Rachel  Gomez,Female,31,Oregon,Other,29.May.2017," $51,514.45 ",single,secondary,yes,no,cellular,failure,no
740,Della  Jensen,Male,29,Oregon,Blue Collar,29.May.2017," $84,831.64 ",married,secondary,no,no,cellular,unknown,no
741,Herman  Williams,Female,38,Oregon,Other,29.May.2017," $11,682.55 ",married,tertiary,no,no,cellular,unknown,no
742,Isabel  Cross,Male,34,California,White Collar,30.May.2017," $66,495.03 ",single,secondary,no,no,cellular,unknown,yes
743,Della  Jensen,Female,47,California,Other,30.May.2017," $124,011.46 ",married,secondary,yes,no,cellular,other,no
744,Jaime  Pearson,Female,38,California,White Collar,30.May.2017," $23,864.03 ",married,primary,no,no,cellular,unknown,yes
745,Sonya  Mullins,Male,46,California,White Collar,30.May.2017," $70,259.63 ",married,tertiary,yes,yes,cellular,unknown,no
746,Isabel  Cross,Female,34,California,Other,30.May.2017," $68,711.28 ",married,secondary,no,yes,telephone,unknown,no
747,Robert  Munoz,Male,47,Nevada,Blue Collar,30.May.2017," $9,233.67 ",single,secondary,yes,yes,cellular,unknown,no
748,Ruben  Nunez,Male,51,Nevada,Blue Collar,30.May.2017," $25,653.30 ",married,secondary,yes,no,cellular,unknown,no
749,Della  Jensen,Male,36,Nevada,Blue Collar,30.May.2017," $24,915.27 ",married,primary,no,yes,cellular,unknown,no
750,Della  Jensen,Male,43,Nevada,Other,30.May.2017," $18,190.69 ",divorced,primary,yes,no,unknown,unknown,no
751,Christina  Fuller,Male,22,Nevada,Blue Collar,30.May.2017," $1,248.27 ",divorced,primary,no,no,unknown,unknown,no
752,Pauline  Beck,Female,35,Wyoming,White Collar,30.May.2017," $68,487.42 ",married,secondary,yes,no,telephone,unknown,no
753,Max  Rodgers,Male,34,Wyoming,Other,30.May.2017," $52,908.70 ",married,primary,yes,no,unknown,unknown,no
754,Allan  Ramos,Female,25,Oregon,Other,30.May.2017," $24,446.64 ",married,secondary,no,no,cellular,unknown,no
755,Andrew  Meyer,Female,19,Oregon,Other,30.May.2017," $7,063.13 ",married,secondary,yes,no,unknown,unknown,no
756,Trevor  Jones,Female,37,Oregon,Other,30.May.2017," $121,646.46 ",single,secondary,yes,no,cellular,unknown,no
757,Joey  Wong,Female,45,Oregon,Other,30.May.2017," $14,162.73 ",married,tertiary,yes,yes,cellular,unknown,yes
758,Eric  Rose,Female,26,Oregon,White Collar,30.May.2017," $14,037.51 ",married,secondary,yes,no,cellular,unknown,no
759,Cassandra  Franklin,Male,37,Oregon,White Collar,30.May.2017," $70,514.58 ",married,primary,yes,no,unknown,unknown,no
760,Kyle  Carr,Male,40,California,White Collar,31.May.2017," $1,370.75 ",married,tertiary,no,no,cellular,unknown,no
761,Bobbie  Ryan,Female,38,California,White Collar,31.May.2017," $35,593.75 ",married,secondary,no,no,cellular,unknown,no
762,Eddie  Green,Female,52,Nevada,Other,31.May.2017," $66,799.13 ",single,primary,yes,no,unknown,unknown,no
763,Isabel  Cross,Male,46,Nevada,White Collar,31.May.2017," $68,781.37 ",single,tertiary,yes,no,cellular,unknown,no
764,Colleen  Warren,Male,48,Nevada,Other,31.May.2017," $204,970.07 ",single,secondary,yes,no,cellular,unknown,no
765,Cindy  Becker,Male,44,Nevada,Blue Collar,31.May.2017," $8,631.78 ",married,secondary,yes,no,cellular,failure,no
766,Iris  Underwood,Male,45,Nevada,Blue Collar,31.May.2017," $127,948.06 ",divorced,secondary,no,no,cellular,failure,no
767,Ellen  Weaver,Female,34,Wyoming,White Collar,31.May.2017," $159,036.72 ",married,primary,yes,no,unknown,unknown,no
768,Guillermo  Potter,Female,39,Wyoming,Other,31.May.2017," $1,113.97 ",single,secondary,yes,no,unknown,unknown,no
769,Bobbie  Ryan,Male,24,Oregon,White Collar,31.May.2017," $116,422.84 ",married,primary,yes,no,cellular,unknown,no
770,Robert  Munoz,Female,22,Oregon,White Collar,31.May.2017," $87,439.84 ",married,tertiary,yes,no,cellular,failure,no
771,Drew  Rogers,Male,44,California,White Collar,01.Jun.2017," $23,671.66 ",single,secondary,yes,yes,cellular,unknown,no
772,Tiffany  May,Male,32,California,White Collar,01.Jun.2017," $145,338.28 ",married,secondary,yes,no,unknown,unknown,no
773,Johanna  Boone,Male,45,California,Other,01.Jun.2017," $79,930.61 ",single,tertiary,no,no,cellular,unknown,no
774,Ernest  Davis,Male,34,Nevada,Blue Collar,01.Jun.2017," $13,950.51 ",married,secondary,yes,no,cellular,unknown,no
775,Eric  Rose,Male,37,Nevada,Blue Collar,01.Jun.2017, $101.52 ,single,primary,yes,yes,unknown,unknown,no
776,Cecilia  Manning,Male,32,Wyoming,Other,01.Jun.2017," $92,731.96 ",divorced,tertiary,yes,no,unknown,unknown,no
777,Brooke  Horton,Female,22,Wyoming,White Collar,01.Jun.2017," $70,766.46 ",single,secondary,no,no,telephone,failure,no
778,Della  Jensen,Male,28,Wyoming,Blue Collar,01.Jun.2017," $3,746.31 ",single,secondary,yes,no,unknown,unknown,no
779,Edwin  Malone,Female,36,Wyoming,White Collar,01.Jun.2017," $59,398.39 ",married,primary,yes,no,unknown,unknown,no
780,Cassandra  Franklin,Male,31,Oregon,Blue Collar,01.Jun.2017," $143,892.64 ",married,primary,no,no,unknown,unknown,no
781,Tracy  Reed,Female,32,California,Other,02.Jun.2017," $111,237.42 ",married,secondary,yes,no,unknown,unknown,no
782,Cassandra  Franklin,Female,31,California,White Collar,02.Jun.2017," $19,393.36 ",married,secondary,yes,no,cellular,unknown,no
783,Trevor  Jones,Male,48,California,White Collar,02.Jun.2017," $13,945.51 ",married,tertiary,yes,no,cellular,unknown,no
784,Max  Rodgers,Male,47,Nevada,Blue Collar,02.Jun.2017," $37,207.66 ",married,primary,yes,no,unknown,unknown,no
785,Edwin  Malone,Male,53,Nevada,White Collar,02.Jun.2017," $38,139.60 ",single,secondary,yes,no,unknown,unknown,no
786,Trevor  Jones,Female,36,Wyoming,Blue Collar,02.Jun.2017," $97,557.69 ",married,tertiary,yes,no,cellular,unknown,no
787,Shari  Silva,Male,38,Wyoming,Blue Collar,02.Jun.2017," $103,686.67 ",divorced,tertiary,no,no,cellular,unknown,no
788,Robert  Munoz,Female,47,California,White Collar,03.Jun.2017," $58,469.81 ",married,primary,yes,no,cellular,unknown,no
789,Iris  Underwood,Male,22,California,White Collar,03.Jun.2017," $5,868.00 ",married,secondary,yes,no,cellular,unknown,no
790,Trevor  Jones,Female,51,California,White Collar,03.Jun.2017," $16,225.42 ",divorced,primary,yes,no,telephone,unknown,no
791,Jenny  Garcia,Female,45,Nevada,White Collar,03.Jun.2017," $83,903.37 ",single,tertiary,yes,no,cellular,unknown,no
792,Blake  Bridges,Male,55,Nevada,Blue Collar,03.Jun.2017," $12,598.36 ",married,tertiary,yes,no,cellular,unknown,no
793,Salvador  Bass,Male,47,Nevada,Other,03.Jun.2017," $26,175.15 ",single,secondary,no,no,cellular,unknown,no
