customer_id,full_name,gender,age,state,job_classification,date_joined,balance,marital,education,houseloan,otherloan,contact,poutcome,loan_default,month_num,month_name
756,Trevor  Jones,Female,37,Oregon,Other,2017-05-30,121646.46,single,secondary,yes,no,cellular,unknown,no,5,May
757,Joey  Wong,Female,45,Oregon,Other,2017-05-30,14162.73,married,tertiary,yes,yes,cellular,unknown,yes,5,May
758,Eric  Rose,Female,26,Oregon,White Collar,2017-05-30,14037.51,married,secondary,yes,no,cellular,unknown,no,5,May
759,Cassandra  Franklin,Male,37,Oregon,White Collar,2017-05-30,70514.58,married,primary,yes,no,unknown,unknown,no,5,May
760,Kyle  Carr,Male,40,California,White Collar,2017-05-31,1370.75,married,tertiary,no,no,cellular,unknown,no,5,May
761,Bobbie  Ryan,Female,38,California,White Collar,2017-05-31,35593.75,married,secondary,no,no,cellular,unknown,no,5,May
762,Eddie  Green,Female,52,Nevada,Other,2017-05-31,66799.13,single,primary,yes,no,unknown,unknown,no,5,May
763,Isabel  Cross,Male,46,Nevada,White Collar,2017-05-31,68781.37,single,tertiary,yes,no,cellular,unknown,no,5,May
764,Colleen  Warren,Male,48,Nevada,Other,2017-05-31,204970.07,single,secondary,yes,no,cellular,unknown,no,5,May
765,Cindy  Becker,Male,44,Nevada,Blue Collar,2017-05-31,8631.78,married,secondary,yes,no,cellular,failure,no,5,May
766,Iris  Underwood,Male,45,Nevada,Blue Collar,2017-05-31,127948.06,divorced,secondary,no,no,cellular,failure,no,5,May
767,Ellen  Weaver,Female,34,Wyoming,White Collar,2017-05-31,159036.72,married,primary,yes,no,unknown,unknown,no,5,May
768,Guillermo  Potter,Female,39,Wyoming,Other,2017-05-31,1113.97,single,secondary,yes,no,unknown,unknown,no,5,May
769,Bobbie  Ryan,Male,24,Oregon,White Collar,2017-05-31,116422.84,married,primary,yes,no,cellular,unknown,no,5,May
770,Robert  Munoz,Female,22,Oregon,White Collar,2017-05-31,87439.84,married,tertiary,yes,no,cellular,failure,no,5,May
771,Drew  Rogers,Male,44,California,White Collar,2017-06-01,23671.66,single,secondary,yes,yes,cellular,unknown,no,6,June
772,Tiffany  May,Male,32,California,White Collar,2017-06-01,145338.28,married,secondary,yes,no,unknown,unknown,no,6,June
773,Johanna  Boone,Male,45,California,Other,2017-06-01,79930.61,single,tertiary,no,no,cellular,unknown,no,6,June
774,Ernest  Davis,Male,34,Nevada,Blue Collar,2017-06-01,13950.51,married,secondary,yes,no,cellular,unknown,no,6,June
775,Eric  Rose,Male,37,Nevada,Blue Collar,2017-06-01,101.52,single,primary,yes,yes,unknown,unknown,no,6,June
776,Cecilia  Manning,Male,32,Wyoming,Other,2017-06-01,92731.96,divorced,tertiary,yes,no,unknown,unknown,no,6,June
777,Brooke  Horton,Female,22,Wyoming,White Collar,2017-06-01,70766.46,single,secondary,no,no,telephone,failure,no,6,June
778,Della  Jensen,Male,28,Wyoming,Blue Collar,2017-06-01,3746.31,single,secondary,yes,no,unknown,unknown,no,6,June
779,Edwin  Malone,Female,36,Wyoming,White Collar,2017-06-01,59398.39,married,primary,yes,no,unknown,unknown,no,6,June
780,Cassandra  Franklin,Male,31,Oregon,Blue Collar,2017-06-01,143892.64,married,primary,no,no,unknown,unknown,no,6,June
781,Tracy  Reed,Female,32,California,Other,2017-06-02,111237.42,married,secondary,yes,no,unknown,unknown,no,6,June
782,Cassandra  Franklin,Female,31,California,White Collar,2017-06-02,19393.36,married,secondary,yes,no,cellular,unknown,no,6,June
783,Trevor  Jones,Male,48,California,White Collar,2017-06-02,13945.51,married,tertiary,yes,no,cellular,unknown,no,6,June
784,Max  Rodgers,Male,47,Nevada,Blue Collar,2017-06-02,37207.66,married,primary,yes,no,unknown,unknown,no,6,June
785,Edwin  Malone,Male,53,Nevada,White Collar,2017-06-02,38139.6,single,secondary,yes,no,unknown,unknown,no,6,June
786,Trevor  Jones,Female,36,Wyoming,Blue Collar,2017-06-02,97557.69,married,tertiary,yes,no,cellular,unknown,no,6,June
787,Shari  Silva,Male,38,Wyoming,Blue Collar,2017-06-02,103686.67,divorced,tertiary,no,no,cellular,unknown,no,6,June
788,Robert  Munoz,Female,47,California,White Collar,2017-06-03,58469.81,married,primary,yes,no,cellular,unknown,no,6,June
789,Iris  Underwood,Male,22,California,White Collar,2017-06-03,5868.0,married,secondary,yes,no,cellular,unknown,no,6,June
790,Trevor  Jones,Female,51,California,White Collar,2017-06-03,16225.42,divorced,primary,yes,no,telephone,unknown,no,6,June
791,Jenny  Garcia,Female,45,Nevada,White Collar,2017-06-03,83903.37,single,tertiary,yes,no,cellular,unknown,no,6,June
792,Blake  Bridges,Male,55,Nevada,Blue Collar,2017-06-03,12598.36,married,tertiary,yes,no,cellular,unknown,no,6,June
793,Salvador  Bass,Male,47,Nevada,Other,2017-06-03,26175.15,single,secondary,no,no,cellular,unknown,no,6,June
794,Max  Rodgers,Male,41,Wyoming,White Collar,2017-06-03,198021.7,divorced,tertiary,no,no,unknown,unknown,no,6,June
795,Max  Rodgers,Female,31,Oregon,Other,2017-06-03,27827.7,single,secondary,yes,no,unknown,unknown,yes,6,June
796,Lorraine  Gibson,Female,28,California,White Collar,2017-06-04,51934.09,single,tertiary,yes,no,unknown,unknown,no,6,June
797,Sonya  Mullins,Female,29,California,Blue Collar,2017-06-04,49757.36,divorced,secondary,no,no,unknown,unknown,no,6,June
798,Bernadette  Page,Female,27,California,Other,2017-06-04,12954.3,married,secondary,no,no,telephone,unknown,no,6,June
799,Sylvester  Morales,Male,45,Nevada,Blue Collar,2017-06-04,92642.15,single,unknown,no,no,cellular,failure,no,6,June
800,Trevor  Jones,Male,39,Nevada,Blue Collar,2017-06-04,41165.87,divorced,unknown,yes,no,cellular,unknown,no,6,June
801,Pauline  Beck,Female,53,Nevada,White Collar,2017-06-04,53529.18,married,tertiary,no,no,cellular,other,no,6,June
802,Sylvester  Morales,Male,54,Nevada,Other,2017-06-04,13199.82,single,secondary,yes,no,cellular,failure,no,6,June
803,Cecilia  Manning,Male,49,Nevada,Blue Collar,2017-06-04,84812.75,married,secondary,yes,no,cellular,failure,no,6,June
804,Arturo  Francis,Female,46,Nevada,White Collar,2017-06-04,51807.45,single,secondary,no,no,cellular,unknown,no,6,June
805,Ruben  Nunez,Male,52,Nevada,Other,2017-06-04,26794.12,married,tertiary,yes,no,cellular,failure,no,6,June
806,Arturo  Francis,Female,39,California,White Collar,2017-06-05,39562.6,married,secondary,yes,yes,cellular,failure,no,6,June
807,Austin  Reynolds,Male,39,California,White Collar,2017-06-05,102769.3,divorced,unknown,yes,no,cellular,unknown,no,6,June
808,Tiffany  May,Male,41,California,White Collar,2017-06-05,56369.97,married,secondary,yes,yes,cellular,unknown,no,6,June
809,Elbert  Klein,Male,29,California,White Collar,2017-06-05,14393.57,single,secondary,yes,no,cellular,other,no,6,June
810,Trevor  Jones,Female,48,Nevada,Other,2017-06-05,86907.63,married,tertiary,yes,no,cellular,unknown,yes,6,June
811,Shari  Silva,Female,52,Nevada,Other,2017-06-05,68197.45,married,secondary,yes,no,cellular,unknown,no,6,June
812,Arturo  Francis,Female,23,Wyoming,White Collar,2017-06-05,68881.67,divorced,secondary,no,yes,cellular,unknown,no,6,June
813,Della  Jensen,Female,33,Wyoming,White Collar,2017-06-05,136125.48,single,tertiary,yes,no,cellular,unknown,no,6,June
814,Tiffany  May,Male,33,Wyoming,Other,2017-06-05,2472.34,married,secondary,yes,no,cellular,unknown,no,6,June
815,Tiffany  May,Female,29,Wyoming,White Collar,2017-06-05,22396.25,married,secondary,yes,no,cellular,other,no,6,June
816,Isabel  Cross,Male,45,California,White Collar,2017-06-06,21310.82,married,secondary,no,no,cellular,unknown,no,6,June
817,Nellie  Joseph,Female,34,California,White Collar,2017-06-06,126600.09,married,secondary,yes,no,cellular,unknown,no,6,June
818,Isabel  Cross,Female,47,California,White Collar,2017-06-06,23698.61,single,secondary,no,no,unknown,unknown,no,6,June
819,Lynette  Brewer,Female,55,Nevada,Other,2017-06-06,14753.28,single,primary,no,no,cellular,unknown,no,6,June
820,Robert  Munoz,Male,52,Nevada,Blue Collar,2017-06-06,28636.1,married,secondary,yes,no,cellular,other,no,6,June
821,Isabel  Cross,Male,53,Nevada,Blue Collar,2017-06-06,63022.87,married,secondary,no,no,cellular,unknown,no,6,June
822,Woodrow  Colon,Male,34,Wyoming,Blue Collar,2017-06-06,44069.28,single,tertiary,yes,no,cellular,failure,no,6,June
823,Jenny  Garcia,Male,36,California,Blue Collar,2017-06-07,91222.85,married,tertiary,no,no,cellular,other,no,6,June
824,Salvador  Bass,Female,34,California,White Collar,2017-06-07,34041.4,married,tertiary,yes,no,cellular,other,yes,6,June
825,Beth  Tucker,Male,33,California,Other,2017-06-07,41518.04,married,tertiary,no,no,telephone,unknown,no,6,June
826,Lorraine  Gibson,Male,35,California,White Collar,2017-06-07,54390.01,single,tertiary,no,no,cellular,unknown,no,6,June
827,Jenny  Garcia,Female,31,California,White Collar,2017-06-07,106008.69,married,secondary,yes,no,cellular,unknown,no,6,June
828,Rachel  Gomez,Male,45,Nevada,Other,2017-06-07,20421.3,single,primary,no,yes,cellular,unknown,no,6,June
829,Rachel  Gomez,Female,29,Oregon,Other,2017-06-07,86541.51,married,primary,yes,no,telephone,other,no,6,June
830,Cassandra  Franklin,Male,21,Oregon,White Collar,2017-06-07,40331.27,single,tertiary,yes,no,cellular,unknown,no,6,June
831,Billie  Chandler,Male,37,California,White Collar,2017-06-08,26201.54,single,tertiary,no,no,cellular,unknown,no,6,June
832,Elvira  Bowman,Male,36,California,White Collar,2017-06-08,97352.33,married,secondary,no,no,unknown,unknown,yes,6,June
833,Lorraine  Gibson,Male,54,Nevada,Blue Collar,2017-06-08,45800.52,married,secondary,no,no,cellular,unknown,no,6,June
834,Arturo  Francis,Male,42,Nevada,Other,2017-06-08,93241.28,married,secondary,yes,no,unknown,unknown,no,6,June
835,Lula  Daniels,Male,40,California,White Collar,2017-06-09,56845.73,married,secondary,no,no,cellular,unknown,no,6,June
836,Tracy  Reed,Female,35,California,White Collar,2017-06-09,72784.42,single,secondary,no,no,cellular,unknown,no,6,June
837,Shari  Silva,Male,29,Oregon,White Collar,2017-06-09,85666.57,married,primary,no,no,unknown,unknown,no,6,June
838,Lynette  Brewer,Female,25,California,White Collar,2017-06-10,195218.99,single,secondary,yes,no,cellular,other,yes,6,June
839,Willie  Vega,Male,44,California,White Collar,2017-06-10,82811.61,single,tertiary,no,no,cellular,unknown,no,6,June
840,Max  Rodgers,Male,32,California,White Collar,2017-06-10,40649.79,married,tertiary,yes,no,unknown,unknown,no,6,June
841,Drew  Rogers,Female,42,California,Other,2017-06-10,1612.52,single,secondary,yes,no,unknown,unknown,no,6,June
842,Max  Rodgers,Male,64,Nevada,Blue Collar,2017-06-10,5633.51,married,secondary,no,no,cellular,unknown,no,6,June
843,Fernando  Rowe,Male,49,Nevada,Blue Collar,2017-06-10,84618.45,divorced,secondary,yes,no,unknown,unknown,no,6,June
844,Sandra  Floyd,Female,35,Nevada,Other,2017-06-10,33035.75,single,secondary,yes,yes,cellular,failure,no,6,June
845,Jaime  Pearson,Male,45,Wyoming,Blue Collar,2017-06-10,104647.13,single,secondary,yes,no,cellular,unknown,no,6,June
846,Jenny  Garcia,Female,46,California,Blue Collar,2017-06-11,30618.3,married,secondary,yes,no,cellular,unknown,no,6,June
847,Cecilia  Manning,Female,29,California,White Collar,2017-06-11,47007.04,single,secondary,yes,no,cellular,unknown,no,6,June
848,Fernando  Rowe,Male,27,California,White Collar,2017-06-11,116432.21,married,primary,yes,no,cellular,unknown,no,6,June
849,Bernadette  Page,Female,25,California,White Collar,2017-06-11,4033.34,married,secondary,yes,no,telephone,unknown,no,6,June
850,Woodrow  Colon,Male,36,California,Blue Collar,2017-06-11,66266.78,divorced,primary,no,no,cellular,other,yes,6,June
851,Brooke  Horton,Male,32,California,White Collar,2017-06-11,28921.84,married,tertiary,no,no,unknown,unknown,no,6,June
852,Mable  Lindsey,Male,53,Wyoming,White Collar,2017-06-11,33546.36,married,secondary,no,no,cellular,unknown,no,6,June
853,Brooke  Horton,Female,36,California,White Collar,2017-06-12,23075.7,married,secondary,no,no,cellular,unknown,no,6,June
854,Patty  Thompson,Male,42,California,White Collar,2017-06-12,60153.31,divorced,tertiary,no,yes,cellular,unknown,no,6,June
855,Guillermo  Potter,Male,40,Nevada,Blue Collar,2017-06-12,15996.73,married,secondary,yes,no,cellular,unknown,no,6,June
856,Shari  Silva,Male,41,Nevada,Blue Collar,2017-06-12,100147.91,divorced,tertiary,no,no,cellular,success,yes,6,June
857,Johanna  Boone,Female,25,Wyoming,Blue Collar,2017-06-12,23431.57,married,secondary,yes,yes,unknown,unknown,no,6,June
858,Brooke  Horton,Male,45,California,Blue Collar,2017-06-13,18395.82,married,secondary,no,no,cellular,failure,no,6,June
859,Elaine  Ellis,Female,33,California,White Collar,2017-06-13,29878.49,single,tertiary,yes,yes,cellular,failure,no,6,June
860,Andrew  Meyer,Female,38,California,White Collar,2017-06-13,13581.09,divorced,tertiary,yes,yes,cellular,unknown,no,6,June
861,Christina  Fuller,Female,47,California,Blue Collar,2017-06-13,13578.1,married,primary,no,no,cellular,unknown,no,6,June
862,Guillermo  Potter,Male,31,California,Other,2017-06-13,31250.15,married,tertiary,no,no,cellular,unknown,no,6,June
863,Salvador  Bass,Female,42,Nevada,Other,2017-06-13,123469.24,single,secondary,yes,no,unknown,unknown,yes,6,June
864,Austin  Reynolds,Male,58,Nevada,Blue Collar,2017-06-13,54838.82,married,primary,yes,no,unknown,unknown,no,6,June
865,Kyle  Carr,Female,43,Nevada,Other,2017-06-13,85701.24,married,primary,yes,no,unknown,unknown,no,6,June
866,Peter  Hodges,Male,56,Nevada,Blue Collar,2017-06-13,47660.55,single,secondary,no,yes,unknown,unknown,no,6,June
867,Cassandra  Franklin,Male,38,California,White Collar,2017-06-14,6808.63,married,secondary,no,no,unknown,unknown,no,6,June
868,Bethany  Pena,Female,44,California,White Collar,2017-06-14,29319.67,divorced,primary,yes,no,cellular,unknown,no,6,June
869,Johanna  Boone,Male,34,California,White Collar,2017-06-14,33686.81,married,secondary,yes,no,cellular,unknown,no,6,June
870,Robert  Munoz,Male,38,California,White Collar,2017-06-14,29406.54,married,secondary,yes,yes,cellular,failure,no,6,June
871,Peter  Hodges,Male,40,California,White Collar,2017-06-14,118558.19,married,secondary,no,yes,unknown,unknown,no,6,June
872,Della  Jensen,Female,46,California,White Collar,2017-06-14,30421.87,single,primary,no,no,cellular,unknown,yes,6,June
873,Rachel  Gomez,Female,30,California,White Collar,2017-06-14,52601.07,single,secondary,yes,no,cellular,unknown,no,6,June
874,Trevor  Jones,Female,34,California,White Collar,2017-06-14,15250.31,single,tertiary,no,no,telephone,unknown,no,6,June
875,Max  Rodgers,Male,47,California,White Collar,2017-06-14,104445.79,single,tertiary,yes,no,cellular,other,no,6,June
876,Max  Rodgers,Female,35,California,White Collar,2017-06-14,39895.72,married,secondary,no,no,cellular,unknown,no,6,June
877,Jenny  Garcia,Female,34,California,White Collar,2017-06-14,113702.0,married,tertiary,no,no,cellular,unknown,no,6,June
878,Lynette  Brewer,Female,22,California,White Collar,2017-06-15,47011.9,single,tertiary,no,no,cellular,unknown,no,6,June
879,Eric  Rose,Male,31,California,White Collar,2017-06-15,57939.43,single,secondary,no,yes,cellular,unknown,no,6,June
880,Tiffany  May,Female,31,California,Blue Collar,2017-06-15,30303.15,single,tertiary,yes,yes,unknown,unknown,no,6,June
881,Ellen  Weaver,Female,38,California,Blue Collar,2017-06-15,60469.57,single,secondary,no,no,cellular,success,yes,6,June
882,Lorraine  Gibson,Male,23,California,White Collar,2017-06-15,19475.21,single,secondary,yes,no,telephone,failure,no,6,June
883,Brooke  Horton,Female,42,California,White Collar,2017-06-15,57667.6,divorced,primary,yes,no,cellular,unknown,no,6,June
884,Drew  Rogers,Female,24,California,White Collar,2017-06-15,57077.96,married,primary,yes,no,telephone,failure,no,6,June
885,Shari  Silva,Female,45,California,White Collar,2017-06-15,43466.61,married,primary,no,no,cellular,unknown,no,6,June
886,Mable  Lindsey,Male,54,Nevada,Blue Collar,2017-06-15,83091.39,married,secondary,no,yes,cellular,unknown,no,6,June
887,Max  Rodgers,Female,38,Nevada,Other,2017-06-15,27225.36,married,primary,yes,no,unknown,unknown,yes,6,June
888,Jenny  Garcia,Female,26,Wyoming,White Collar,2017-06-15,80874.48,married,secondary,yes,no,unknown,unknown,no,6,June
889,Cassandra  Franklin,Male,37,California,White Collar,2017-06-16,65814.21,married,primary,yes,no,unknown,unknown,no,6,June
890,Mable  Lindsey,Male,26,California,Blue Collar,2017-06-16,104993.36,married,tertiary,yes,yes,cellular,unknown,no,6,June
891,Robert  Munoz,Female,32,California,Other,2017-06-16,72170.16,married,primary,no,yes,telephone,unknown,no,6,June
892,Edwin  Malone,Male,27,California,White Collar,2017-06-16,55508.88,single,tertiary,no,yes,cellular,failure,no,6,June
893,Shari  Silva,Female,41,California,White Collar,2017-06-16,18226.66,single,tertiary,no,no,cellular,failure,yes,6,June
894,Peter  Hodges,Female,39,California,Other,2017-06-16,70084.52,single,secondary,yes,no,cellular,failure,no,6,June
895,Colleen  Warren,Female,33,California,White Collar,2017-06-16,30386.0,married,tertiary,yes,no,cellular,unknown,no,6,June
896,Kyle  Carr,Male,59,Nevada,Blue Collar,2017-06-16,32512.09,married,secondary,yes,no,cellular,unknown,no,6,June
897,Max  Rodgers,Male,49,Nevada,Blue Collar,2017-06-16,99067.04,single,secondary,no,no,cellular,unknown,no,6,June
898,Peter  Hodges,Female,47,California,White Collar,2017-06-17,37009.13,married,secondary,yes,yes,cellular,unknown,no,6,June
899,Ivan  Adkins,Female,40,California,Blue Collar,2017-06-17,41245.21,married,primary,yes,no,cellular,unknown,no,6,June
900,Sylvester  Morales,Female,34,California,White Collar,2017-06-17,25832.48,divorced,unknown,yes,no,unknown,unknown,no,6,June
901,Isabel  Cross,Female,38,California,White Collar,2017-06-17,142501.88,single,secondary,no,no,cellular,unknown,no,6,June
902,Ruben  Nunez,Male,37,California,White Collar,2017-06-17,69674.03,single,tertiary,yes,no,cellular,failure,no,6,June
903,Mable  Lindsey,Male,43,Nevada,Other,2017-06-17,31546.1,single,secondary,no,yes,cellular,unknown,no,6,June
904,Ellen  Weaver,Male,52,Nevada,Blue Collar,2017-06-17,77147.39,married,tertiary,yes,no,cellular,failure,no,6,June
905,Bernadette  Page,Female,29,Wyoming,Other,2017-06-17,23934.58,married,tertiary,no,no,cellular,unknown,no,6,June
906,Mable  Lindsey,Female,31,California,White Collar,2017-06-18,36718.04,single,secondary,no,no,cellular,unknown,yes,6,June
907,Pauline  Beck,Male,47,California,White Collar,2017-06-18,106635.15,married,primary,yes,no,cellular,other,no,6,June
908,Trevor  Jones,Male,31,California,White Collar,2017-06-18,53272.94,married,tertiary,no,no,unknown,unknown,no,6,June
909,Jenny  Garcia,Female,44,Nevada,Other,2017-06-18,144567.07,single,secondary,no,no,cellular,unknown,no,6,June
910,Allan  Ramos,Male,43,Nevada,Blue Collar,2017-06-18,45258.18,married,secondary,yes,yes,unknown,unknown,no,6,June
911,Christina  Fuller,Male,48,Nevada,Other,2017-06-18,2000.48,married,secondary,no,yes,unknown,unknown,no,6,June
912,Ben  Perez,Male,56,Nevada,Other,2017-06-18,61076.55,married,primary,no,no,unknown,unknown,no,6,June
913,Bobbie  Ryan,Male,39,Wyoming,Blue Collar,2017-06-18,80843.18,single,tertiary,yes,no,unknown,unknown,no,6,June
914,Drew  Rogers,Female,25,Oregon,Blue Collar,2017-06-18,223428.55,married,tertiary,no,no,cellular,failure,no,6,June
915,Johanna  Boone,Female,26,Oregon,Other,2017-06-18,81002.34,divorced,secondary,no,no,cellular,unknown,no,6,June
916,Della  Jensen,Male,35,Oregon,White Collar,2017-06-18,139979.13,married,secondary,yes,no,cellular,unknown,no,6,June
917,Shari  Silva,Female,34,California,Other,2017-06-19,85650.85,married,secondary,no,no,unknown,unknown,no,6,June
918,Sandra  Floyd,Female,24,California,White Collar,2017-06-19,62668.15,single,secondary,no,no,cellular,unknown,no,6,June
919,Ernest  Davis,Female,28,California,White Collar,2017-06-19,110236.24,married,secondary,yes,no,cellular,unknown,no,6,June
920,Willie  Vega,Male,23,California,Other,2017-06-19,74780.67,married,secondary,yes,no,unknown,unknown,no,6,June
921,Christy  Olson,Male,43,California,White Collar,2017-06-19,43563.3,single,tertiary,no,no,cellular,unknown,no,6,June
922,Donna  Reid,Female,30,California,White Collar,2017-06-19,109685.22,married,tertiary,yes,no,cellular,unknown,no,6,June
923,Cassandra  Franklin,Female,40,California,White Collar,2017-06-19,93858.66,married,secondary,no,no,cellular,unknown,no,6,June
924,Cassandra  Franklin,Female,60,Nevada,Other,2017-06-19,99570.16,married,secondary,yes,no,unknown,unknown,no,6,June
925,Christina  Fuller,Male,34,California,White Collar,2017-06-20,11535.66,married,primary,no,no,cellular,unknown,no,6,June
926,Beth  Tucker,Male,49,California,White Collar,2017-06-20,89820.55,married,primary,yes,no,unknown,unknown,no,6,June
927,Austin  Reynolds,Female,37,California,White Collar,2017-06-20,131211.81,married,primary,yes,no,cellular,failure,no,6,June
928,Herman  Williams,Male,30,California,White Collar,2017-06-20,31576.58,divorced,secondary,yes,no,unknown,unknown,no,6,June
929,Isabel  Cross,Female,35,California,White Collar,2017-06-20,34226.79,divorced,tertiary,yes,yes,unknown,unknown,no,6,June
930,Felicia  Jennings,Female,35,California,White Collar,2017-06-20,31811.48,divorced,secondary,yes,no,unknown,unknown,no,6,June
931,Christy  Olson,Female,42,California,White Collar,2017-06-20,33280.51,married,primary,yes,no,cellular,unknown,no,6,June
932,Cindy  Becker,Female,30,California,White Collar,2017-06-20,21169.72,married,secondary,yes,no,cellular,unknown,no,6,June
933,Carla  Mccormick,Male,32,California,Blue Collar,2017-06-20,35669.51,divorced,tertiary,no,yes,cellular,unknown,no,6,June
934,Ernest  Davis,Female,35,California,White Collar,2017-06-20,21432.0,married,secondary,yes,no,unknown,unknown,no,6,June
935,Salvador  Bass,Female,32,California,Other,2017-06-20,63055.84,married,secondary,yes,no,unknown,unknown,no,6,June
936,Cassandra  Franklin,Female,36,California,White Collar,2017-06-20,14037.43,married,primary,no,no,cellular,unknown,no,6,June
937,Isabel  Cross,Female,28,California,Blue Collar,2017-06-20,10329.48,divorced,tertiary,no,yes,cellular,unknown,no,6,June
938,Bobbie  Ryan,Male,52,Nevada,Blue Collar,2017-06-20,44349.27,married,secondary,yes,no,unknown,unknown,no,6,June
939,Felicia  Jennings,Male,42,Nevada,Other,2017-06-20,97804.97,married,secondary,yes,no,unknown,unknown,no,6,June
940,Arturo  Francis,Male,58,Nevada,Blue Collar,2017-06-20,41608.3,married,tertiary,no,no,cellular,unknown,no,6,June
941,Ruben  Nunez,Male,48,Nevada,Blue Collar,2017-06-20,7374.12,divorced,unknown,no,no,cellular,unknown,yes,6,June
942,Lynette  Brewer,Male,40,Nevada,White Collar,2017-06-20,48939.3,married,tertiary,yes,no,cellular,success,yes,6,June
943,Bobbie  Ryan,Female,47,Nevada,Other,2017-06-20,44001.15,married,tertiary,yes,no,cellular,failure,no,6,June
944,Billie  Chandler,Male,47,Nevada,Other,2017-06-20,22522.37,married,secondary,no,no,unknown,unknown,no,6,June
945,Johanna  Boone,Male,62,Nevada,Blue Collar,2017-06-20,44355.94,married,secondary,no,no,cellular,unknown,yes,6,June
946,Arturo  Francis,Male,53,Nevada,Blue Collar,2017-06-20,23383.63,married,secondary,no,no,cellular,unknown,yes,6,June
947,Shari  Silva,Female,56,Nevada,Other,2017-06-20,156921.88,married,tertiary,no,no,cellular,unknown,no,6,June
948,Guillermo  Potter,Female,53,Nevada,White Collar,2017-06-20,68153.67,single,secondary,yes,no,unknown,unknown,no,6,June
949,Cassandra  Franklin,Male,50,Nevada,Other,2017-06-20,3502.01,single,unknown,yes,no,cellular,unknown,no,6,June
950,Ellen  Weaver,Male,55,Nevada,Blue Collar,2017-06-20,18253.87,divorced,secondary,no,no,cellular,unknown,no,6,June
951,Billie  Chandler,Male,36,Wyoming,Blue Collar,2017-06-20,84555.34,divorced,secondary,no,no,cellular,unknown,no,6,June
952,Brooke  Horton,Female,40,Wyoming,White Collar,2017-06-20,36469.75,married,tertiary,no,yes,cellular,unknown,no,6,June
953,Mable  Lindsey,Male,41,Wyoming,Blue Collar,2017-06-20,116409.9,married,secondary,no,no,telephone,unknown,no,6,June
954,Pauline  Beck,Male,33,Wyoming,White Collar,2017-06-20,74290.61,single,tertiary,no,no,cellular,unknown,no,6,June
955,Cassandra  Franklin,Male,41,Oregon,White Collar,2017-06-20,80125.48,divorced,unknown,yes,no,cellular,unknown,no,6,June
956,Colleen  Warren,Female,22,Oregon,White Collar,2017-06-20,33603.28,single,tertiary,yes,no,cellular,unknown,no,6,June
957,Della  Jensen,Male,38,California,Other,2017-06-21,120459.94,single,secondary,no,no,cellular,other,no,6,June
958,Shari  Silva,Male,33,California,White Collar,2017-06-21,89857.49,divorced,unknown,yes,no,unknown,unknown,no,6,June
959,Robert  Munoz,Female,26,California,Blue Collar,2017-06-21,35364.04,single,secondary,no,no,unknown,unknown,no,6,June
960,Brooke  Horton,Female,36,California,White Collar,2017-06-21,47228.93,single,tertiary,yes,no,cellular,unknown,no,6,June
961,Drew  Rogers,Female,49,Nevada,Other,2017-06-21,39832.63,married,secondary,yes,yes,cellular,failure,no,6,June
962,Patty  Thompson,Male,50,Nevada,Blue Collar,2017-06-21,57577.12,married,secondary,yes,no,cellular,unknown,no,6,June
963,Dan  Peterson,Male,56,Nevada,Other,2017-06-21,81803.97,married,secondary,no,yes,cellular,unknown,no,6,June
964,Andrew  Meyer,Female,59,Nevada,Blue Collar,2017-06-21,43905.27,single,secondary,yes,no,unknown,unknown,no,6,June
965,Brooke  Horton,Male,52,Nevada,Blue Collar,2017-06-21,46239.39,divorced,primary,no,no,cellular,unknown,no,6,June
966,Joey  Wong,Female,38,Wyoming,Blue Collar,2017-06-21,35326.25,single,tertiary,no,no,cellular,unknown,yes,6,June
967,Lynette  Brewer,Female,42,Wyoming,White Collar,2017-06-21,91244.78,married,secondary,no,no,unknown,unknown,no,6,June
968,Max  Rodgers,Male,38,California,White Collar,2017-06-22,31548.46,married,secondary,yes,yes,cellular,failure,no,6,June
969,Allan  Ramos,Female,21,California,White Collar,2017-06-22,132935.64,single,tertiary,no,no,cellular,unknown,no,6,June
970,Brooke  Horton,Female,32,California,White Collar,2017-06-22,31121.18,married,primary,no,no,telephone,unknown,no,6,June
971,Marion  Glover,Male,23,California,White Collar,2017-06-22,43222.1,married,primary,yes,no,cellular,failure,yes,6,June
972,Kyle  Carr,Male,32,California,White Collar,2017-06-23,127923.09,married,secondary,yes,no,cellular,unknown,no,6,June
973,Andrew  Meyer,Female,25,California,Other,2017-06-23,128767.64,single,secondary,yes,no,unknown,unknown,no,6,June
974,Shari  Silva,Male,58,Nevada,Other,2017-06-23,17306.49,single,secondary,yes,no,cellular,failure,no,6,June
975,Edwin  Malone,Male,43,Nevada,Blue Collar,2017-06-23,110677.7,married,primary,yes,no,cellular,unknown,no,6,June
976,Christina  Fuller,Female,61,Nevada,Other,2017-06-23,112238.34,single,secondary,no,no,cellular,unknown,yes,6,June
977,Bobbie  Ryan,Female,43,Nevada,Other,2017-06-23,41162.93,divorced,secondary,no,no,unknown,unknown,no,6,June
978,Salvador  Bass,Female,45,Wyoming,White Collar,2017-06-23,26495.55,married,tertiary,no,no,cellular,unknown,no,6,June
979,Donna  Reid,Male,28,Wyoming,White Collar,2017-06-23,42147.87,divorced,tertiary,no,no,cellular,unknown,no,6,June
980,Max  Rodgers,Male,19,California,White Collar,2017-06-24,97750.6,divorced,primary,no,no,unknown,unknown,no,6,June
